# Staff V2 accepted-Testing → proposed-candidate diff manifest

Comparison: c75b5d31d311bbb15cd0a6590e24cc3d23e53bdf → 94db430d894d1ee0712ae4201e43505138cbcd06
Generated from git diff --name-status --find-renames. This is an audit manifest, not an approval of candidate scope.
Because the Production-compatible baseline is not proven, there is no fabricated chosen-baseline comparison.

Classification counts:

- BUILD CONFIG: 4
- DOC ONLY: 153
- MIGRATION: 8
- SHARED_DEPENDENCY_REQUIRED: 77
- STAFF_REQUIRED: 107
- TEST ONLY: 78
- UNRELATED / NOT APPROVED: 127

Status	Old path (rename only)	Path	Classification	Reason
M		src/lib/attendance/management-service.ts	SHARED_DEPENDENCY_REQUIRED	Potential Staff backend/read-model/auth/shared dependency; must be retained and reviewed with Staff scope.
M		src/lib/attendance/overtime-service.ts	SHARED_DEPENDENCY_REQUIRED	Potential Staff backend/read-model/auth/shared dependency; must be retained and reviewed with Staff scope.
M		src/lib/attendance/p2-service.ts	SHARED_DEPENDENCY_REQUIRED	Potential Staff backend/read-model/auth/shared dependency; must be retained and reviewed with Staff scope.
M		src/lib/attendance/phone.ts	SHARED_DEPENDENCY_REQUIRED	Potential Staff backend/read-model/auth/shared dependency; must be retained and reviewed with Staff scope.
M		src/lib/attendance/punch-input.ts	SHARED_DEPENDENCY_REQUIRED	Potential Staff backend/read-model/auth/shared dependency; must be retained and reviewed with Staff scope.
M		src/lib/attendance/punch-service.ts	SHARED_DEPENDENCY_REQUIRED	Potential Staff backend/read-model/auth/shared dependency; must be retained and reviewed with Staff scope.
M		src/lib/attendance/read-service.ts	SHARED_DEPENDENCY_REQUIRED	Potential Staff backend/read-model/auth/shared dependency; must be retained and reviewed with Staff scope.
M		src/lib/attendance/resolution-read-service.ts	SHARED_DEPENDENCY_REQUIRED	Potential Staff backend/read-model/auth/shared dependency; must be retained and reviewed with Staff scope.
M		src/lib/attendance/resolution-state-machine.ts	SHARED_DEPENDENCY_REQUIRED	Potential Staff backend/read-model/auth/shared dependency; must be retained and reviewed with Staff scope.
M		src/lib/attendance/resolution-workflow-service.ts	SHARED_DEPENDENCY_REQUIRED	Potential Staff backend/read-model/auth/shared dependency; must be retained and reviewed with Staff scope.
M		src/lib/attendance/scope.ts	SHARED_DEPENDENCY_REQUIRED	Potential Staff backend/read-model/auth/shared dependency; must be retained and reviewed with Staff scope.
M		src/lib/attendance/stale-session-service.ts	SHARED_DEPENDENCY_REQUIRED	Potential Staff backend/read-model/auth/shared dependency; must be retained and reviewed with Staff scope.
M		src/lib/attendance/state-machine.ts	SHARED_DEPENDENCY_REQUIRED	Potential Staff backend/read-model/auth/shared dependency; must be retained and reviewed with Staff scope.
M		src/lib/attendance/timesheet-service.ts	SHARED_DEPENDENCY_REQUIRED	Potential Staff backend/read-model/auth/shared dependency; must be retained and reviewed with Staff scope.
M		src/lib/attendance/work-date.ts	SHARED_DEPENDENCY_REQUIRED	Potential Staff backend/read-model/auth/shared dependency; must be retained and reviewed with Staff scope.
M		src/lib/attendance/write-rate-limit.ts	SHARED_DEPENDENCY_REQUIRED	Potential Staff backend/read-model/auth/shared dependency; must be retained and reviewed with Staff scope.
M		src/lib/auth/business-context-token.ts	UNRELATED / NOT APPROVED	Tracked runtime/support change is outside proven Staff scope; owner approval or exclusion is required.
M		src/lib/auth/business-user.ts	UNRELATED / NOT APPROVED	Tracked runtime/support change is outside proven Staff scope; owner approval or exclusion is required.
M		src/lib/auth/login-destination.ts	UNRELATED / NOT APPROVED	Tracked runtime/support change is outside proven Staff scope; owner approval or exclusion is required.
M		src/lib/auth/permissions.ts	UNRELATED / NOT APPROVED	Tracked runtime/support change is outside proven Staff scope; owner approval or exclusion is required.
M		src/lib/auth/staff-permissions.ts	UNRELATED / NOT APPROVED	Tracked runtime/support change is outside proven Staff scope; owner approval or exclusion is required.
M		src/lib/branches.ts	UNRELATED / NOT APPROVED	Tracked runtime/support change is outside proven Staff scope; owner approval or exclusion is required.
M		src/lib/business-performance/read-model.ts	UNRELATED / NOT APPROVED	Tracked runtime/support change is outside proven Staff scope; owner approval or exclusion is required.
M		src/lib/claim/attachment-policy.ts	SHARED_DEPENDENCY_REQUIRED	Potential Staff backend/read-model/auth/shared dependency; must be retained and reviewed with Staff scope.
M		src/lib/claim/index.ts	SHARED_DEPENDENCY_REQUIRED	Potential Staff backend/read-model/auth/shared dependency; must be retained and reviewed with Staff scope.
A		src/lib/claim/presentation.ts	SHARED_DEPENDENCY_REQUIRED	Potential Staff backend/read-model/auth/shared dependency; must be retained and reviewed with Staff scope.
M		src/lib/claim/service.ts	SHARED_DEPENDENCY_REQUIRED	Potential Staff backend/read-model/auth/shared dependency; must be retained and reviewed with Staff scope.
A		src/lib/closing/money-validation.ts	UNRELATED / NOT APPROVED	Tracked runtime/support change is outside proven Staff scope; owner approval or exclusion is required.
A		src/lib/closing/shift-control.ts	UNRELATED / NOT APPROVED	Tracked runtime/support change is outside proven Staff scope; owner approval or exclusion is required.
M		src/lib/commission/read.ts	SHARED_DEPENDENCY_REQUIRED	Potential Staff backend/read-model/auth/shared dependency; must be retained and reviewed with Staff scope.
M		src/lib/commission/service.ts	SHARED_DEPENDENCY_REQUIRED	Potential Staff backend/read-model/auth/shared dependency; must be retained and reviewed with Staff scope.
M		src/lib/expense/service.ts	UNRELATED / NOT APPROVED	Tracked runtime/support change is outside proven Staff scope; owner approval or exclusion is required.
A		src/lib/ops/alerting.ts	UNRELATED / NOT APPROVED	Tracked runtime/support change is outside proven Staff scope; owner approval or exclusion is required.
M		src/lib/payroll/component-calculation.ts	SHARED_DEPENDENCY_REQUIRED	Potential Staff backend/read-model/auth/shared dependency; must be retained and reviewed with Staff scope.
M		src/lib/payroll/documents.ts	SHARED_DEPENDENCY_REQUIRED	Potential Staff backend/read-model/auth/shared dependency; must be retained and reviewed with Staff scope.
M		src/lib/payroll/error-message.ts	SHARED_DEPENDENCY_REQUIRED	Potential Staff backend/read-model/auth/shared dependency; must be retained and reviewed with Staff scope.
M		src/lib/payroll/export.ts	SHARED_DEPENDENCY_REQUIRED	Potential Staff backend/read-model/auth/shared dependency; must be retained and reviewed with Staff scope.
M		src/lib/payroll/lindung24-participation-service.ts	SHARED_DEPENDENCY_REQUIRED	Potential Staff backend/read-model/auth/shared dependency; must be retained and reviewed with Staff scope.
M		src/lib/payroll/lindung24-participation.ts	SHARED_DEPENDENCY_REQUIRED	Potential Staff backend/read-model/auth/shared dependency; must be retained and reviewed with Staff scope.
M		src/lib/payroll/payslip-publication.ts	SHARED_DEPENDENCY_REQUIRED	Potential Staff backend/read-model/auth/shared dependency; must be retained and reviewed with Staff scope.
M		src/lib/payroll/readiness.ts	SHARED_DEPENDENCY_REQUIRED	Potential Staff backend/read-model/auth/shared dependency; must be retained and reviewed with Staff scope.
M		src/lib/payroll/runs.ts	SHARED_DEPENDENCY_REQUIRED	Potential Staff backend/read-model/auth/shared dependency; must be retained and reviewed with Staff scope.
M		src/lib/payroll/service.ts	SHARED_DEPENDENCY_REQUIRED	Potential Staff backend/read-model/auth/shared dependency; must be retained and reviewed with Staff scope.
M		src/lib/payroll/statutory-artifact.ts	SHARED_DEPENDENCY_REQUIRED	Potential Staff backend/read-model/auth/shared dependency; must be retained and reviewed with Staff scope.
A		src/lib/payroll/statutory-evidence.ts	SHARED_DEPENDENCY_REQUIRED	Potential Staff backend/read-model/auth/shared dependency; must be retained and reviewed with Staff scope.
A		src/lib/payroll/statutory-export-eligibility.ts	SHARED_DEPENDENCY_REQUIRED	Potential Staff backend/read-model/auth/shared dependency; must be retained and reviewed with Staff scope.
M		src/lib/payroll/statutory-p2.ts	SHARED_DEPENDENCY_REQUIRED	Potential Staff backend/read-model/auth/shared dependency; must be retained and reviewed with Staff scope.
A		src/lib/reports/presentation.ts	UNRELATED / NOT APPROVED	Tracked runtime/support change is outside proven Staff scope; owner approval or exclusion is required.
A		src/lib/roster/retrospective-classification.ts	UNRELATED / NOT APPROVED	Tracked runtime/support change is outside proven Staff scope; owner approval or exclusion is required.
M		src/lib/roster/service.ts	UNRELATED / NOT APPROVED	Tracked runtime/support change is outside proven Staff scope; owner approval or exclusion is required.
M		src/lib/runtime-staff-app-logo.ts	UNRELATED / NOT APPROVED	Tracked runtime/support change is outside proven Staff scope; owner approval or exclusion is required.
M		src/lib/staff-pwa/appearance-config.ts	SHARED_DEPENDENCY_REQUIRED	Potential Staff backend/read-model/auth/shared dependency; must be retained and reviewed with Staff scope.
M		src/lib/staff-pwa/appearance.ts	SHARED_DEPENDENCY_REQUIRED	Potential Staff backend/read-model/auth/shared dependency; must be retained and reviewed with Staff scope.
M		src/lib/staff-pwa/appointments.ts	SHARED_DEPENDENCY_REQUIRED	Potential Staff backend/read-model/auth/shared dependency; must be retained and reviewed with Staff scope.
A		src/lib/staff-pwa/approval-history.ts	SHARED_DEPENDENCY_REQUIRED	Potential Staff backend/read-model/auth/shared dependency; must be retained and reviewed with Staff scope.
A		src/lib/staff-pwa/attendance-correction-eligibility.ts	SHARED_DEPENDENCY_REQUIRED	Potential Staff backend/read-model/auth/shared dependency; must be retained and reviewed with Staff scope.
A		src/lib/staff-pwa/attendance-corrections-v2.ts	SHARED_DEPENDENCY_REQUIRED	Potential Staff backend/read-model/auth/shared dependency; must be retained and reviewed with Staff scope.
A		src/lib/staff-pwa/attendance-history-v2.ts	SHARED_DEPENDENCY_REQUIRED	Potential Staff backend/read-model/auth/shared dependency; must be retained and reviewed with Staff scope.
D		src/lib/staff-pwa/attendance-history.ts	SHARED_DEPENDENCY_REQUIRED	Potential Staff backend/read-model/auth/shared dependency; must be retained and reviewed with Staff scope.
M		src/lib/staff-pwa/client.ts	SHARED_DEPENDENCY_REQUIRED	Potential Staff backend/read-model/auth/shared dependency; must be retained and reviewed with Staff scope.
A		src/lib/staff-pwa/commission-v2.ts	SHARED_DEPENDENCY_REQUIRED	Potential Staff backend/read-model/auth/shared dependency; must be retained and reviewed with Staff scope.
M		src/lib/staff-pwa/home.ts	SHARED_DEPENDENCY_REQUIRED	Potential Staff backend/read-model/auth/shared dependency; must be retained and reviewed with Staff scope.
A		src/lib/staff-pwa/leave-v2.ts	SHARED_DEPENDENCY_REQUIRED	Potential Staff backend/read-model/auth/shared dependency; must be retained and reviewed with Staff scope.
M		src/lib/staff-pwa/navigation.ts	SHARED_DEPENDENCY_REQUIRED	Potential Staff backend/read-model/auth/shared dependency; must be retained and reviewed with Staff scope.
A		src/lib/staff-pwa/overtime-approvals.ts	SHARED_DEPENDENCY_REQUIRED	Potential Staff backend/read-model/auth/shared dependency; must be retained and reviewed with Staff scope.
A		src/lib/staff-pwa/profile-v2.ts	SHARED_DEPENDENCY_REQUIRED	Potential Staff backend/read-model/auth/shared dependency; must be retained and reviewed with Staff scope.
A		src/lib/staff-pwa/requests-hub.ts	SHARED_DEPENDENCY_REQUIRED	Potential Staff backend/read-model/auth/shared dependency; must be retained and reviewed with Staff scope.
A		src/lib/staff-pwa/schedule-v2.ts	SHARED_DEPENDENCY_REQUIRED	Potential Staff backend/read-model/auth/shared dependency; must be retained and reviewed with Staff scope.
M		src/lib/staff-pwa/schedule.ts	SHARED_DEPENDENCY_REQUIRED	Potential Staff backend/read-model/auth/shared dependency; must be retained and reviewed with Staff scope.
M		src/lib/staff-pwa/team-approvals.ts	SHARED_DEPENDENCY_REQUIRED	Potential Staff backend/read-model/auth/shared dependency; must be retained and reviewed with Staff scope.
A		src/lib/staff-pwa/time-hub.ts	SHARED_DEPENDENCY_REQUIRED	Potential Staff backend/read-model/auth/shared dependency; must be retained and reviewed with Staff scope.
A		src/lib/staff-pwa/timesheet-v2.ts	SHARED_DEPENDENCY_REQUIRED	Potential Staff backend/read-model/auth/shared dependency; must be retained and reviewed with Staff scope.
D		src/lib/staff-pwa/timesheet.ts	SHARED_DEPENDENCY_REQUIRED	Potential Staff backend/read-model/auth/shared dependency; must be retained and reviewed with Staff scope.
M		src/lib/staff-pwa/types.ts	SHARED_DEPENDENCY_REQUIRED	Potential Staff backend/read-model/auth/shared dependency; must be retained and reviewed with Staff scope.
M		src/lib/team/employee-profile-statutory-read.ts	UNRELATED / NOT APPROVED	Tracked runtime/support change is outside proven Staff scope; owner approval or exclusion is required.
M		src/middleware.ts	UNRELATED / NOT APPROVED	Tracked runtime/support change is outside proven Staff scope; owner approval or exclusion is required.
A		statutory/official/certifications/TETAMU_PAYROLL_STATUTORY_CALCULATION_UAT_2026.json	UNRELATED / NOT APPROVED	Tracked runtime/support change is outside proven Staff scope; owner approval or exclusion is required.
A		statutory/official/certifications/TETAMU_PAYROLL_STATUTORY_CALCULATION_UAT_2026.md	DOC ONLY	Documentation/evidence; excluded from runtime package assessment.
M		statutory/official/certifications/tetamu-pcb-2026-vc1-worktree-isolation.json	UNRELATED / NOT APPROVED	Tracked runtime/support change is outside proven Staff scope; owner approval or exclusion is required.
A		statutory/official/lindung24/current-policy-alignment-manifest-v1.json	UNRELATED / NOT APPROVED	Tracked runtime/support change is outside proven Staff scope; owner approval or exclusion is required.
M		tests/integration/attendance-database-guards.test.ts	TEST ONLY	Automated test or captured evidence; not application runtime.
M		tests/integration/attendance-employee-auth.test.ts	TEST ONLY	Automated test or captured evidence; not application runtime.
M		tests/integration/attendance-monthly-timesheet.test.ts	TEST ONLY	Automated test or captured evidence; not application runtime.
M		tests/integration/attendance-phase1b-services.test.ts	TEST ONLY	Automated test or captured evidence; not application runtime.
M		tests/integration/attendance-phase1c-api.test.ts	TEST ONLY	Automated test or captured evidence; not application runtime.
M		tests/integration/attendance-phase1c-database-guards.test.ts	TEST ONLY	Automated test or captured evidence; not application runtime.
M		tests/integration/attendance-phase1c-route-flow.test.ts	TEST ONLY	Automated test or captured evidence; not application runtime.
M		tests/integration/attendance-phase1c-services.test.ts	TEST ONLY	Automated test or captured evidence; not application runtime.
M		tests/integration/attendance-resolution-foundation.test.ts	TEST ONLY	Automated test or captured evidence; not application runtime.
M		tests/integration/attendance-resolution-workflow.test.ts	TEST ONLY	Automated test or captured evidence; not application runtime.
M		tests/integration/commission-engine.test.ts	TEST ONLY	Automated test or captured evidence; not application runtime.
A		tests/integration/employee-correction-archive.test.ts	TEST ONLY	Automated test or captured evidence; not application runtime.
M		tests/integration/payroll-lindung24-participation-closure.test.ts	TEST ONLY	Automated test or captured evidence; not application runtime.
M		tests/integration/payroll-p5-attendance-integration.test.ts	TEST ONLY	Automated test or captured evidence; not application runtime.
A		tests/integration/staff-manager-p2-projection.test.ts	TEST ONLY	Automated test or captured evidence; not application runtime.
A		tests/integration/staff-pay-read-only-correctness.test.ts	TEST ONLY	Automated test or captured evidence; not application runtime.
M		tests/unit/ai-business-analysis-phase1.test.ts	TEST ONLY	Automated test or captured evidence; not application runtime.
A		tests/unit/ask-tetamu-intent-routing.test.ts	TEST ONLY	Automated test or captured evidence; not application runtime.
A		tests/unit/ask-tetamu-ux.test.ts	TEST ONLY	Automated test or captured evidence; not application runtime.
M		tests/unit/attendance-operations-completion.test.ts	TEST ONLY	Automated test or captured evidence; not application runtime.
M		tests/unit/business-rules.test.ts	TEST ONLY	Automated test or captured evidence; not application runtime.
A		tests/unit/claims-presentation.test.ts	TEST ONLY	Automated test or captured evidence; not application runtime.
M		tests/unit/claims-reimbursements-foundation.test.ts	TEST ONLY	Automated test or captured evidence; not application runtime.
D		tests/unit/embedded-postgres-utils.test.ts	TEST ONLY	Automated test or captured evidence; not application runtime.
A		tests/unit/employee-correction-archive.test.ts	TEST ONLY	Automated test or captured evidence; not application runtime.
M		tests/unit/employee-payroll-profile-phase4b.test.ts	TEST ONLY	Automated test or captured evidence; not application runtime.
M		tests/unit/employee-profile-phase3b.test.ts	TEST ONLY	Automated test or captured evidence; not application runtime.
M		tests/unit/employee-profile-shell.test.ts	TEST ONLY	Automated test or captured evidence; not application runtime.
A		tests/unit/employee-timesheet-projection.test.ts	TEST ONLY	Automated test or captured evidence; not application runtime.
M		tests/unit/hr-payroll-product-integrity.test.ts	TEST ONLY	Automated test or captured evidence; not application runtime.
M		tests/unit/leave-request-inbox-ux.test.ts	TEST ONLY	Automated test or captured evidence; not application runtime.
M		tests/unit/malaysia-date-locale.test.ts	TEST ONLY	Automated test or captured evidence; not application runtime.
M		tests/unit/payroll-lindung24-evidence.test.ts	TEST ONLY	Automated test or captured evidence; not application runtime.
M		tests/unit/payroll-lindung24-participation.test.ts	TEST ONLY	Automated test or captured evidence; not application runtime.
A		tests/unit/payroll-non-production-statutory-fixture.test.ts	TEST ONLY	Automated test or captured evidence; not application runtime.
M		tests/unit/payroll-p4d-unified-workflow.test.ts	TEST ONLY	Automated test or captured evidence; not application runtime.
M		tests/unit/payroll-p5-attendance-integration.test.ts	TEST ONLY	Automated test or captured evidence; not application runtime.
M		tests/unit/payroll-runs-foundation.test.ts	TEST ONLY	Automated test or captured evidence; not application runtime.
A		tests/unit/payroll-statutory-calculation-uat.test.ts	TEST ONLY	Automated test or captured evidence; not application runtime.
M		tests/unit/people-hr-entitlement-ux.test.ts	TEST ONLY	Automated test or captured evidence; not application runtime.
M		tests/unit/public-holiday-foundation.test.ts	TEST ONLY	Automated test or captured evidence; not application runtime.
M		tests/unit/release-environment-validator.test.ts	TEST ONLY	Automated test or captured evidence; not application runtime.
M		tests/unit/roster-shift-scheduling-phase1.test.ts	TEST ONLY	Automated test or captured evidence; not application runtime.
D		tests/unit/runtime-staff-app-logo.test.ts	TEST ONLY	Automated test or captured evidence; not application runtime.
A		tests/unit/staff-android-home-manager-ux.test.ts	TEST ONLY	Automated test or captured evidence; not application runtime.
M		tests/unit/staff-appointments.test.ts	TEST ONLY	Automated test or captured evidence; not application runtime.
A		tests/unit/staff-approval-center-v2.test.ts	TEST ONLY	Automated test or captured evidence; not application runtime.
A		tests/unit/staff-approval-center-visual-v2.test.ts	TEST ONLY	Automated test or captured evidence; not application runtime.
A		tests/unit/staff-attendance-approval-consistency.test.ts	TEST ONLY	Automated test or captured evidence; not application runtime.
A		tests/unit/staff-attendance-corrections-v2.test.ts	TEST ONLY	Automated test or captured evidence; not application runtime.
A		tests/unit/staff-attendance-history-v2.test.ts	TEST ONLY	Automated test or captured evidence; not application runtime.
D		tests/unit/staff-attendance-history.test.ts	TEST ONLY	Automated test or captured evidence; not application runtime.
A		tests/unit/staff-browser-compatibility.test.ts	TEST ONLY	Automated test or captured evidence; not application runtime.
A		tests/unit/staff-claims-v2.test.ts	TEST ONLY	Automated test or captured evidence; not application runtime.
A		tests/unit/staff-commission-v2.test.ts	TEST ONLY	Automated test or captured evidence; not application runtime.
A		tests/unit/staff-employee-otp-delivery-lifecycle.test.ts	TEST ONLY	Automated test or captured evidence; not application runtime.
A		tests/unit/staff-employee-otp-transaction-timeout.test.ts	TEST ONLY	Automated test or captured evidence; not application runtime.
A		tests/unit/staff-history-correction-cta.test.ts	TEST ONLY	Automated test or captured evidence; not application runtime.
A		tests/unit/staff-home-v2.test.ts	TEST ONLY	Automated test or captured evidence; not application runtime.
A		tests/unit/staff-leave-v2.test.ts	TEST ONLY	Automated test or captured evidence; not application runtime.
A		tests/unit/staff-manager-overtime-approval.test.ts	TEST ONLY	Automated test or captured evidence; not application runtime.
A		tests/unit/staff-mobile-attendance-corrections.test.ts	TEST ONLY	Automated test or captured evidence; not application runtime.
M		tests/unit/staff-mobile-team-approvals.test.ts	TEST ONLY	Automated test or captured evidence; not application runtime.
A		tests/unit/staff-pay-hub-v2.test.ts	TEST ONLY	Automated test or captured evidence; not application runtime.
A		tests/unit/staff-pay-read-only-correctness.test.ts	TEST ONLY	Automated test or captured evidence; not application runtime.
A		tests/unit/staff-payslips-v2.test.ts	TEST ONLY	Automated test or captured evidence; not application runtime.
A		tests/unit/staff-profile-v2-contract.test.ts	TEST ONLY	Automated test or captured evidence; not application runtime.
A		tests/unit/staff-profile-v2.test.ts	TEST ONLY	Automated test or captured evidence; not application runtime.
M		tests/unit/staff-pwa.test.ts	TEST ONLY	Automated test or captured evidence; not application runtime.
A		tests/unit/staff-requests-hub-v2.test.ts	TEST ONLY	Automated test or captured evidence; not application runtime.
A		tests/unit/staff-schedule-v2.test.ts	TEST ONLY	Automated test or captured evidence; not application runtime.
D		tests/unit/staff-schedule.test.ts	TEST ONLY	Automated test or captured evidence; not application runtime.
D		tests/unit/staff-surface.test.ts	TEST ONLY	Automated test or captured evidence; not application runtime.
A		tests/unit/staff-time-hub-v2.test.ts	TEST ONLY	Automated test or captured evidence; not application runtime.
A		tests/unit/staff-timesheet-v2.test.ts	TEST ONLY	Automated test or captured evidence; not application runtime.
D		tests/unit/staff-timesheet.test.ts	TEST ONLY	Automated test or captured evidence; not application runtime.
A		tests/unit/staff-twilio-verify.test.ts	TEST ONLY	Automated test or captured evidence; not application runtime.
M		tests/unit/unified-approval-center.test.ts	TEST ONLY	Automated test or captured evidence; not application runtime.

